respondent_id,age_group,region,city_tier,occupation,fashion_identity,price_sensitivity,brand_openness,online_purchase_confidence,sustainability_consciousness,purchase_frequency,preferred_shopping_channel,discovery_channel,conversion_trigger,discount_preference,owns_kurti,owns_salwar_suit,owns_palazzo,owns_indo_western,owns_night_suit,owns_bedding_set,owns_saree,owns_lehenga,fabric_preference,color_preference,monthly_income_band
ZF-0588,45-54,North_India,Tier_2,Salaried_Govt,Occasion_Driven,Balanced,Multi_Brand_Shopper,Neutral,Neutral,Festival_Only,Brand_Website,Word_of_Mouth,Customer_Reviews,Buy2_Get1_Bundle,1,1,0,0,0,1,1,0,Rayon_Viscose,Jewel_Tones,20K_40K
ZF-0589,45-54,South_India,Metro,Self_Employed,Culturally_Rooted,Extremely_Price_Sensitive,No_Brand_Preference,Neutral,Very_Conscious,Every_6_Months,Weekly_Market,Word_of_Mouth,COD_Available,Flat_Percent_Off,0,1,0,0,1,1,1,1,Pure_Cotton,Jewel_Tones,70K_120K
ZF-0590,35-44,East_India,Metro,Salaried_Private,Culturally_Rooted,Balanced,No_Brand_Preference,Fairly_Confident,Not_Important,Festival_Only,Brand_Website,Walk_In_Store,COD_Available,Flat_Percent_Off,0,1,0,0,0,0,1,1,Rayon_Viscose,Jewel_Tones,40K_70K
ZF-0591,25-34,West_India,Tier_2,Self_Employed,Deeply_Traditional,Extremely_Price_Sensitive,Loyal_But_Open,Neutral,Somewhat_Conscious,Rarely,Local_Retail,WhatsApp_Family,Free_Return_Policy,Buy2_Get1_Bundle,0,1,1,0,0,0,1,1,Linen,Bright_Vibrant,40K_70K
ZF-0592,35-44,North_India,Metro,Homemaker,Comfort_First,Price_Conscious,No_Brand_Preference,Not_Very_Confident,Not_Important,Rarely,Brand_Website,Online_Marketplace,Friend_Wore_It,Personalised_Offer,1,1,1,0,0,1,1,1,Linen,Dark_Tones,40K_70K
ZF-0593,55+,North_India,Tier_3,Homemaker,Culturally_Rooted,Price_Conscious,Multi_Brand_Shopper,Neutral,Neutral,Every_6_Months,Local_Retail,WhatsApp_Family,Friend_Wore_It,Loyalty_Cashback,1,1,1,0,1,0,1,0,Pure_Cotton,Neutrals,20K_40K
ZF-0594,35-44,West_India,Metro,Salaried_Private,Trend_First,Quality_Over_Price,Multi_Brand_Shopper,Fairly_Confident,Not_Important,Every_6_Months,Online_Marketplace,Instagram_Reels,Influencer_Rec,Personalised_Offer,1,1,1,1,0,1,0,1,Pure_Cotton,Pastels,40K_70K
ZF-0595,25-34,North_India,Tier_3,Homemaker,Occasion_Driven,Price_Conscious,Very_Loyal_One_Brand,Very_Confident,Neutral,Every_6_Months,Brand_Website,Instagram_Reels,Friend_Wore_It,Flat_Percent_Off,1,0,1,0,1,0,0,0,Silk_Banarasi,Jewel_Tones,Above_120K
ZF-0596,55+,North_India,Metro,Student,Deeply_Traditional,Quality_Over_Price,Multi_Brand_Shopper,Neutral,Neutral,Rarely,Social_Commerce,YouTube,Influencer_Rec,Buy2_Get1_Bundle,1,0,1,1,1,0,1,0,Silk_Banarasi,Pastels,Above_120K
ZF-0597,35-44,North_India,Tier_3,Homemaker,Trend_First,Extremely_Price_Sensitive,Very_Loyal_One_Brand,Very_Confident,Neutral,Every_6_Months,Online_Marketplace,WhatsApp_Family,COD_Available,Loyalty_Cashback,1,1,1,0,1,0,1,0,Silk_Banarasi,Neutrals,
ZF-0598,Under_18,North_India,Metro,Salaried_Private,Culturally_Rooted,Balanced,Multi_Brand_Shopper,Very_Confident,Somewhat_Conscious,Every_2_3_Months,Mall_Store,TV_Print,Customer_Reviews,Loyalty_Cashback,1,0,0,1,1,0,1,1,Silk_Banarasi,Jewel_Tones,20K_40K
ZF-0599,45-54,North_India,Tier_2,Self_Employed,Culturally_Rooted,Quality_Over_Price,No_Brand_Preference,Neutral,Very_Conscious,Every_6_Months,Local_Retail,WhatsApp_Family,Detailed_Size_Guide,Personalised_Offer,1,1,0,1,0,1,1,1,Silk_Banarasi,Dark_Tones,70K_120K
ZF-0600,18-24,North_India,Tier_3,Salaried_Private,Comfort_First,Price_Irrelevant,Multi_Brand_Shopper,Neutral,Not_Important,Every_2_3_Months,Online_Marketplace,Word_of_Mouth,Free_Return_Policy,Festival_Sale,1,1,1,0,1,0,1,1,Silk_Banarasi,Pastels,70K_120K
ZF-0601,45-54,Central_India,Tier_2,Salaried_Private,Occasion_Driven,Balanced,Multi_Brand_Shopper,Neutral,Neutral,Every_2_3_Months,Brand_Website,YouTube,Customer_Reviews,Loyalty_Cashback,1,1,0,0,0,0,1,1,Rayon_Viscose,Jewel_Tones,20K_40K
ZF-0602,35-44,North_India,Tier_2,Homemaker,Comfort_First,Extremely_Price_Sensitive,Very_Loyal_One_Brand,Neutral,Not_Important,Monthly_Plus,Local_Retail,Word_of_Mouth,Friend_Wore_It,Festival_Sale,1,1,1,0,0,0,0,0,Rayon_Viscose,Neutrals,40K_70K
ZF-0603,35-44,North_East_India,Metro,Salaried_Govt,Fusion_Lover,Quality_Over_Price,Very_Loyal_One_Brand,Very_Confident,Neutral,Monthly_Plus,Social_Commerce,Online_Marketplace,Free_Return_Policy,Flat_Percent_Off,1,0,0,0,1,1,0,1,Pure_Cotton,Bright_Vibrant,20K_40K
ZF-0604,35-44,South_India,Tier_2,Salaried_Private,Deeply_Traditional,Price_Irrelevant,Loyal_But_Open,Neutral,Neutral,Festival_Only,Online_Marketplace,TV_Print,Influencer_Rec,Personalised_Offer,1,1,1,1,0,1,1,1,Pure_Cotton,Dark_Tones,Above_120K
ZF-0605,55+,North_East_India,Tier_3,Homemaker,Culturally_Rooted,Balanced,Multi_Brand_Shopper,Fairly_Confident,Not_Important,Every_6_Months,Social_Commerce,WhatsApp_Family,Customer_Reviews,Festival_Sale,0,0,0,1,0,1,1,1,Pure_Cotton,Neutrals,20K_40K
ZF-0606,25-34,East_India,Tier_3,Self_Employed,Comfort_First,Balanced,Loyal_But_Open,Neutral,Not_Important,Monthly_Plus,Local_Retail,Word_of_Mouth,Friend_Wore_It,Free_Shipping,1,1,0,0,1,1,1,0,Rayon_Viscose,Neutrals,70K_120K
ZF-0607,35-44,South_India,Tier_2,Homemaker,Trend_First,Quality_Over_Price,Very_Loyal_One_Brand,Not_Very_Confident,Not_Important,Monthly_Plus,Local_Retail,YouTube,First_Order_Discount,Free_Shipping,1,0,0,0,1,0,0,0,Pure_Cotton,Bright_Vibrant,Below_20K
ZF-0608,18-24,North_India,Tier_2,Salaried_Govt,Deeply_Traditional,Quality_Over_Price,Multi_Brand_Shopper,Fairly_Confident,Neutral,Every_2_3_Months,Social_Commerce,Instagram_Reels,Friend_Wore_It,Buy2_Get1_Bundle,1,1,1,0,1,1,1,0,Rayon_Viscose,Bright_Vibrant,
ZF-0609,18-24,East_India,Tier_2,Salaried_Private,Fusion_Lover,Quality_Over_Price,Multi_Brand_Shopper,Fairly_Confident,Neutral,Monthly_Plus,Online_Marketplace,Instagram_Reels,Influencer_Rec,Festival_Sale,1,0,0,0,1,0,1,1,Pure_Cotton,Pastels,40K_70K
ZF-0610,45-54,Central_India,Rural,Salaried_Private,Comfort_First,Balanced,No_Brand_Preference,Fairly_Confident,Not_Important,Every_6_Months,Mall_Store,TV_Print,Customer_Reviews,Personalised_Offer,1,1,1,0,0,1,1,0,Rayon_Viscose,Bright_Vibrant,20K_40K
ZF-0611,35-44,East_India,Metro,Self_Employed,Culturally_Rooted,Extremely_Price_Sensitive,No_Brand_Preference,Fairly_Confident,Neutral,Festival_Only,Local_Retail,WhatsApp_Family,First_Order_Discount,Buy2_Get1_Bundle,1,0,1,0,0,0,1,0,Rayon_Viscose,Pastels,Below_20K
ZF-0612,35-44,South_India,Tier_2,Homemaker,Fusion_Lover,Extremely_Price_Sensitive,Multi_Brand_Shopper,Fairly_Confident,Not_Important,Every_2_3_Months,Online_Marketplace,TV_Print,COD_Available,Loyalty_Cashback,1,1,0,0,1,0,1,1,Chanderi,Bright_Vibrant,70K_120K
ZF-0613,18-24,East_India,Metro,Homemaker,Comfort_First,Price_Conscious,Loyal_But_Open,Very_Confident,Neutral,Every_2_3_Months,Local_Retail,TV_Print,Customer_Reviews,Free_Shipping,0,1,0,1,0,0,0,0,Rayon_Viscose,Jewel_Tones,70K_120K
ZF-0614,25-34,East_India,Tier_2,Salaried_Private,Comfort_First,Price_Conscious,No_Brand_Preference,Very_Confident,Not_Important,Monthly_Plus,Brand_Website,Online_Marketplace,Free_Return_Policy,Loyalty_Cashback,1,1,0,0,1,1,1,0,Pure_Cotton,Pastels,20K_40K
ZF-0615,55+,East_India,Tier_3,Homemaker,Comfort_First,Price_Conscious,No_Brand_Preference,Fairly_Confident,Not_Important,Every_2_3_Months,Local_Retail,Word_of_Mouth,Influencer_Rec,Loyalty_Cashback,0,0,0,0,0,1,1,1,Chanderi,Jewel_Tones,Below_20K
ZF-0616,35-44,Central_India,Rural,Homemaker,Trend_First,Quality_Over_Price,Multi_Brand_Shopper,Fairly_Confident,Very_Conscious,Every_6_Months,Brand_Website,Instagram_Reels,COD_Available,Loyalty_Cashback,1,1,1,1,1,1,1,1,Chanderi,Neutrals,Above_120K
ZF-0617,35-44,East_India,Tier_2,Retired,Comfort_First,Price_Conscious,Very_Loyal_One_Brand,Very_Confident,Somewhat_Conscious,Every_6_Months,Local_Retail,Instagram_Reels,First_Order_Discount,Loyalty_Cashback,1,1,0,0,1,1,1,0,Rayon_Viscose,Neutrals,20K_40K
ZF-0618,25-34,North_India,Tier_2,Self_Employed,Trend_First,Extremely_Price_Sensitive,Loyal_But_Open,Very_Confident,Neutral,Every_2_3_Months,Social_Commerce,Instagram_Reels,COD_Available,Flat_Percent_Off,1,1,1,0,1,0,0,0,Pure_Cotton,Bright_Vibrant,Below_20K
ZF-0619,45-54,Central_India,Tier_3,Homemaker,Comfort_First,Price_Conscious,No_Brand_Preference,Fairly_Confident,Somewhat_Conscious,Monthly_Plus,Local_Retail,WhatsApp_Family,Customer_Reviews,Free_Shipping,1,1,1,0,0,1,1,0,Rayon_Viscose,Jewel_Tones,
ZF-0620,25-34,North_India,Tier_2,Salaried_Private,Culturally_Rooted,Balanced,Multi_Brand_Shopper,Very_Confident,Neutral,Every_2_3_Months,Social_Commerce,Instagram_Reels,Detailed_Size_Guide,Buy2_Get1_Bundle,1,0,1,1,1,1,1,0,Rayon_Viscose,Dark_Tones,70K_120K
ZF-0621,45-54,West_India,Tier_2,Self_Employed,Culturally_Rooted,Quality_Over_Price,Multi_Brand_Shopper,Fairly_Confident,Neutral,Every_2_3_Months,Online_Marketplace,WhatsApp_Family,Detailed_Size_Guide,Festival_Sale,0,1,0,1,0,1,1,1,Rayon_Viscose,Jewel_Tones,Above_120K
ZF-0622,25-34,South_India,Tier_3,Salaried_Govt,Fusion_Lover,Price_Conscious,No_Brand_Preference,Neutral,Somewhat_Conscious,Monthly_Plus,Online_Marketplace,Word_of_Mouth,Friend_Wore_It,Flat_Percent_Off,0,1,1,0,1,1,0,0,Linen,Pastels,Below_20K
ZF-0623,35-44,South_India,Metro,Self_Employed,Trend_First,Quality_Over_Price,No_Brand_Preference,Very_Confident,Somewhat_Conscious,Every_2_3_Months,Social_Commerce,Instagram_Reels,Customer_Reviews,Personalised_Offer,0,0,1,0,1,0,1,0,Rayon_Viscose,Bright_Vibrant,
ZF-0624,25-34,North_India,Tier_3,Homemaker,Culturally_Rooted,Balanced,Loyal_But_Open,Not_Confident_At_All,Not_Important,Festival_Only,Local_Retail,Word_of_Mouth,Customer_Reviews,Buy2_Get1_Bundle,1,1,1,0,1,0,0,1,Silk_Banarasi,Jewel_Tones,
ZF-0625,18-24,West_India,Metro,Salaried_Private,Fusion_Lover,Balanced,Multi_Brand_Shopper,Fairly_Confident,Very_Conscious,Festival_Only,Brand_Website,Instagram_Reels,Detailed_Size_Guide,Flat_Percent_Off,1,0,0,1,0,1,1,1,Georgette_Chiffon,Jewel_Tones,Above_120K
ZF-0626,25-34,North_India,Tier_3,Self_Employed,Comfort_First,Price_Irrelevant,Loyal_But_Open,Not_Very_Confident,Neutral,Festival_Only,Social_Commerce,Word_of_Mouth,Friend_Wore_It,Free_Shipping,1,1,1,0,1,0,0,0,Silk_Banarasi,Dark_Tones,Below_20K
ZF-0627,25-34,South_India,Rural,Self_Employed,Comfort_First,Balanced,Multi_Brand_Shopper,Very_Confident,Somewhat_Conscious,Monthly_Plus,Mall_Store,Online_Marketplace,Influencer_Rec,Buy2_Get1_Bundle,1,1,1,1,1,0,1,0,Silk_Banarasi,Pastels,20K_40K
ZF-0628,45-54,North_India,Metro,Homemaker,Fusion_Lover,Price_Irrelevant,Very_Loyal_One_Brand,Fairly_Confident,Somewhat_Conscious,Every_6_Months,Brand_Website,Word_of_Mouth,COD_Available,Festival_Sale,1,0,0,0,0,0,1,0,Rayon_Viscose,Pastels,40K_70K
ZF-0629,35-44,Central_India,Tier_2,Retired,Culturally_Rooted,Price_Irrelevant,Multi_Brand_Shopper,Neutral,Very_Conscious,Every_6_Months,Online_Marketplace,Word_of_Mouth,Free_Return_Policy,Free_Shipping,0,1,1,1,0,0,1,0,Pure_Cotton,Pastels,Above_120K
ZF-0630,25-34,South_India,Metro,Salaried_Govt,Comfort_First,Price_Conscious,Loyal_But_Open,Fairly_Confident,Not_Important,Every_2_3_Months,Online_Marketplace,Word_of_Mouth,COD_Available,Free_Shipping,1,0,1,1,0,1,0,0,Pure_Cotton,Bright_Vibrant,40K_70K
ZF-0631,45-54,North_East_India,Tier_2,Salaried_Private,Fusion_Lover,Quality_Over_Price,Loyal_But_Open,Neutral,Neutral,Rarely,Online_Marketplace,Online_Marketplace,Friend_Wore_It,Free_Shipping,0,0,1,0,0,0,0,0,Pure_Cotton,Bright_Vibrant,40K_70K
ZF-0632,45-54,South_India,Metro,Retired,Culturally_Rooted,Price_Conscious,Multi_Brand_Shopper,Very_Confident,Neutral,Festival_Only,Mall_Store,WhatsApp_Family,Real_Customer_Photos,Festival_Sale,1,1,0,0,0,0,1,1,Silk_Banarasi,Dark_Tones,40K_70K
ZF-0633,35-44,North_India,Tier_3,Homemaker,Comfort_First,Extremely_Price_Sensitive,Very_Loyal_One_Brand,Fairly_Confident,Very_Conscious,Monthly_Plus,Local_Retail,Online_Marketplace,COD_Available,Free_Shipping,1,1,1,0,0,0,1,0,Pure_Cotton,Neutrals,20K_40K
ZF-0634,45-54,North_East_India,Metro,Self_Employed,Fusion_Lover,Price_Conscious,Very_Loyal_One_Brand,Very_Confident,Somewhat_Conscious,Every_6_Months,Local_Retail,TV_Print,Customer_Reviews,Buy2_Get1_Bundle,1,1,0,1,0,1,0,0,Silk_Banarasi,Dark_Tones,20K_40K
ZF-0635,35-44,North_East_India,Metro,Salaried_Private,Fusion_Lover,Balanced,Multi_Brand_Shopper,Fairly_Confident,Not_Important,Monthly_Plus,Online_Marketplace,Instagram_Reels,Friend_Wore_It,Free_Shipping,0,1,1,1,1,0,0,0,Georgette_Chiffon,Neutrals,70K_120K
ZF-0636,45-54,North_India,Tier_3,Self_Employed,Occasion_Driven,Price_Conscious,Loyal_But_Open,Neutral,Not_Important,Every_2_3_Months,Local_Retail,WhatsApp_Family,COD_Available,Loyalty_Cashback,1,1,0,0,1,1,1,0,Rayon_Viscose,Dark_Tones,40K_70K
ZF-0637,18-24,East_India,Tier_3,Salaried_Govt,Fusion_Lover,Balanced,Multi_Brand_Shopper,Very_Confident,Neutral,Festival_Only,Online_Marketplace,Instagram_Reels,Real_Customer_Photos,Flat_Percent_Off,1,0,1,1,1,1,0,0,Chanderi,Dark_Tones,40K_70K
ZF-0638,55+,North_East_India,Tier_2,Salaried_Govt,Trend_First,Extremely_Price_Sensitive,Loyal_But_Open,Very_Confident,Neutral,Festival_Only,Social_Commerce,Online_Marketplace,Friend_Wore_It,Flat_Percent_Off,1,0,0,1,1,1,0,1,Rayon_Viscose,Jewel_Tones,
ZF-0639,35-44,North_East_India,Metro,Homemaker,Culturally_Rooted,Price_Conscious,Multi_Brand_Shopper,Neutral,Neutral,Every_2_3_Months,Social_Commerce,WhatsApp_Family,Customer_Reviews,Free_Shipping,1,1,0,1,0,0,0,0,Rayon_Viscose,Bright_Vibrant,
ZF-0640,18-24,South_India,Rural,Salaried_Govt,Comfort_First,Balanced,Multi_Brand_Shopper,Neutral,Neutral,Monthly_Plus,Social_Commerce,TV_Print,Free_Return_Policy,Loyalty_Cashback,1,1,1,0,0,1,0,0,Linen,Jewel_Tones,70K_120K
ZF-0641,18-24,West_India,Tier_3,Salaried_Govt,Culturally_Rooted,Quality_Over_Price,Loyal_But_Open,Not_Very_Confident,Somewhat_Conscious,Monthly_Plus,Brand_Website,Instagram_Reels,Friend_Wore_It,Flat_Percent_Off,1,1,1,1,1,0,1,0,Pure_Cotton,Dark_Tones,40K_70K
ZF-0642,25-34,South_India,Tier_2,Self_Employed,Trend_First,Quality_Over_Price,Multi_Brand_Shopper,Fairly_Confident,Neutral,Every_2_3_Months,Online_Marketplace,WhatsApp_Family,Free_Return_Policy,Festival_Sale,1,0,0,1,1,0,0,0,Rayon_Viscose,Bright_Vibrant,20K_40K
ZF-0643,Under_18,North_India,Tier_2,Self_Employed,Fusion_Lover,Balanced,Loyal_But_Open,Very_Confident,Very_Conscious,Every_2_3_Months,Local_Retail,YouTube,COD_Available,Festival_Sale,1,1,0,1,0,0,0,1,Silk_Banarasi,Neutrals,40K_70K
ZF-0644,35-44,West_India,Tier_2,Salaried_Private,Fusion_Lover,Quality_Over_Price,Multi_Brand_Shopper,Very_Confident,Somewhat_Conscious,Festival_Only,Online_Marketplace,WhatsApp_Family,Friend_Wore_It,Free_Shipping,0,0,0,1,0,1,0,0,Chanderi,Neutrals,40K_70K
ZF-0645,25-34,North_India,Tier_2,Student,Fusion_Lover,Price_Conscious,Loyal_But_Open,Very_Confident,Not_Important,Festival_Only,Local_Retail,Online_Marketplace,COD_Available,Personalised_Offer,1,1,1,0,0,1,0,0,Rayon_Viscose,Bright_Vibrant,40K_70K
ZF-0646,35-44,North_India,Tier_2,Student,Trend_First,Price_Irrelevant,No_Brand_Preference,Very_Confident,Somewhat_Conscious,Monthly_Plus,Local_Retail,YouTube,Influencer_Rec,Loyalty_Cashback,1,0,1,1,1,1,0,0,Georgette_Chiffon,Pastels,70K_120K
ZF-0647,35-44,North_India,Metro,Salaried_Govt,Deeply_Traditional,Price_Irrelevant,Very_Loyal_One_Brand,Fairly_Confident,Somewhat_Conscious,Monthly_Plus,Brand_Website,Word_of_Mouth,Friend_Wore_It,Loyalty_Cashback,1,0,0,0,0,1,1,0,Rayon_Viscose,Bold_Prints,70K_120K
ZF-0648,35-44,West_India,Tier_2,Salaried_Govt,Occasion_Driven,Quality_Over_Price,Multi_Brand_Shopper,Fairly_Confident,Neutral,Festival_Only,Online_Marketplace,Word_of_Mouth,Free_Return_Policy,Personalised_Offer,1,0,0,0,0,0,1,0,Silk_Banarasi,Jewel_Tones,70K_120K
ZF-0649,35-44,North_India,Tier_2,Homemaker,Deeply_Traditional,Price_Irrelevant,No_Brand_Preference,Fairly_Confident,Neutral,Rarely,Local_Retail,Instagram_Reels,Influencer_Rec,Loyalty_Cashback,1,1,1,0,0,0,0,0,Silk_Banarasi,Jewel_Tones,70K_120K
ZF-0650,45-54,East_India,Tier_3,Salaried_Private,Deeply_Traditional,Price_Irrelevant,No_Brand_Preference,Not_Very_Confident,Somewhat_Conscious,Monthly_Plus,Local_Retail,Walk_In_Store,Friend_Wore_It,Loyalty_Cashback,1,1,1,0,1,1,1,1,Pure_Cotton,Pastels,40K_70K
ZF-0651,35-44,North_East_India,Metro,Self_Employed,Fusion_Lover,Extremely_Price_Sensitive,Loyal_But_Open,Not_Very_Confident,Neutral,Every_2_3_Months,Local_Retail,Word_of_Mouth,Friend_Wore_It,Free_Shipping,1,1,0,0,1,0,1,0,Silk_Banarasi,Pastels,70K_120K
ZF-0652,18-24,East_India,Tier_3,Salaried_Govt,Occasion_Driven,Balanced,Loyal_But_Open,Not_Very_Confident,Neutral,Every_2_3_Months,Social_Commerce,Word_of_Mouth,Influencer_Rec,Free_Shipping,1,1,0,0,0,1,1,1,Georgette_Chiffon,Pastels,40K_70K
ZF-0653,18-24,South_India,Metro,Self_Employed,Occasion_Driven,Price_Conscious,No_Brand_Preference,Fairly_Confident,Somewhat_Conscious,Rarely,Local_Retail,Online_Marketplace,First_Order_Discount,Loyalty_Cashback,1,0,1,1,1,0,1,0,Pure_Cotton,Pastels,70K_120K
ZF-0654,18-24,West_India,Tier_3,Student,Trend_First,Price_Conscious,Multi_Brand_Shopper,Neutral,Very_Conscious,Every_2_3_Months,Local_Retail,YouTube,Friend_Wore_It,Buy2_Get1_Bundle,1,0,1,0,1,0,1,0,Rayon_Viscose,Bright_Vibrant,Below_20K
ZF-0655,55+,West_India,Tier_2,Salaried_Private,Trend_First,Quality_Over_Price,Loyal_But_Open,Not_Very_Confident,Very_Conscious,Every_2_3_Months,Local_Retail,Instagram_Reels,Influencer_Rec,Loyalty_Cashback,1,1,1,0,1,0,1,1,Rayon_Viscose,Dark_Tones,20K_40K
ZF-0656,35-44,East_India,Rural,Salaried_Private,Comfort_First,Balanced,No_Brand_Preference,Fairly_Confident,Somewhat_Conscious,Festival_Only,Weekly_Market,WhatsApp_Family,Friend_Wore_It,Festival_Sale,1,1,1,1,0,0,1,1,Silk_Banarasi,Bright_Vibrant,20K_40K
ZF-0657,35-44,South_India,Rural,Salaried_Govt,Deeply_Traditional,Balanced,Loyal_But_Open,Fairly_Confident,Very_Conscious,Festival_Only,Online_Marketplace,WhatsApp_Family,Customer_Reviews,Loyalty_Cashback,1,1,1,1,0,0,0,1,Rayon_Viscose,Pastels,Above_120K
ZF-0658,55+,South_India,Rural,Student,Occasion_Driven,Price_Conscious,Multi_Brand_Shopper,Not_Very_Confident,Very_Conscious,Every_2_3_Months,Local_Retail,Word_of_Mouth,COD_Available,Flat_Percent_Off,0,0,1,0,1,0,1,0,Rayon_Viscose,Bright_Vibrant,
ZF-0659,18-24,East_India,Tier_3,Self_Employed,Fusion_Lover,Price_Conscious,Very_Loyal_One_Brand,Not_Very_Confident,Very_Conscious,Monthly_Plus,Social_Commerce,Online_Marketplace,Free_Return_Policy,Free_Shipping,1,1,1,0,0,1,1,1,Rayon_Viscose,Neutrals,20K_40K
ZF-0660,35-44,North_India,Tier_2,Salaried_Private,Trend_First,Quality_Over_Price,Loyal_But_Open,Neutral,Neutral,Every_6_Months,Online_Marketplace,Word_of_Mouth,Real_Customer_Photos,Loyalty_Cashback,1,1,1,1,0,1,0,1,Pure_Cotton,Jewel_Tones,Below_20K
ZF-0661,45-54,East_India,Tier_2,Homemaker,Trend_First,Quality_Over_Price,Multi_Brand_Shopper,Not_Confident_At_All,Not_Important,Monthly_Plus,Local_Retail,Online_Marketplace,COD_Available,Personalised_Offer,1,0,1,0,1,0,1,0,Chanderi,Bright_Vibrant,70K_120K
ZF-0662,25-34,West_India,Tier_3,Salaried_Private,Culturally_Rooted,Quality_Over_Price,Loyal_But_Open,Not_Very_Confident,Neutral,Every_6_Months,Social_Commerce,Walk_In_Store,Free_Return_Policy,Loyalty_Cashback,1,1,1,1,0,1,1,1,Pure_Cotton,Jewel_Tones,70K_120K
ZF-0663,45-54,West_India,Tier_3,Salaried_Govt,Fusion_Lover,Quality_Over_Price,Multi_Brand_Shopper,Fairly_Confident,Somewhat_Conscious,Every_6_Months,Social_Commerce,WhatsApp_Family,First_Order_Discount,Flat_Percent_Off,1,1,0,0,0,1,0,0,Linen,Neutrals,20K_40K
ZF-0664,35-44,West_India,Tier_2,Salaried_Private,Fusion_Lover,Balanced,Multi_Brand_Shopper,Fairly_Confident,Neutral,Every_6_Months,Online_Marketplace,WhatsApp_Family,Friend_Wore_It,Personalised_Offer,1,1,1,0,1,0,1,0,Georgette_Chiffon,Pastels,40K_70K
ZF-0665,25-34,North_India,Tier_3,Salaried_Private,Culturally_Rooted,Quality_Over_Price,Loyal_But_Open,Very_Confident,Somewhat_Conscious,Festival_Only,Social_Commerce,Online_Marketplace,Friend_Wore_It,Personalised_Offer,0,1,0,0,0,0,1,0,Silk_Banarasi,Jewel_Tones,20K_40K
ZF-0666,45-54,Central_India,Tier_2,Homemaker,Fusion_Lover,Balanced,No_Brand_Preference,Fairly_Confident,Somewhat_Conscious,Festival_Only,Social_Commerce,Walk_In_Store,COD_Available,Loyalty_Cashback,1,1,1,0,0,0,1,1,Rayon_Viscose,Bright_Vibrant,20K_40K
ZF-0667,45-54,West_India,Tier_3,Homemaker,Culturally_Rooted,Price_Irrelevant,No_Brand_Preference,Neutral,Neutral,Festival_Only,Online_Marketplace,WhatsApp_Family,Free_Return_Policy,Buy2_Get1_Bundle,0,0,1,1,0,1,0,1,Silk_Banarasi,Jewel_Tones,Below_20K
ZF-0668,45-54,South_India,Tier_3,Salaried_Private,Occasion_Driven,Price_Conscious,Multi_Brand_Shopper,Fairly_Confident,Very_Conscious,Rarely,Online_Marketplace,Online_Marketplace,Customer_Reviews,Flat_Percent_Off,1,0,1,1,1,0,1,0,Pure_Cotton,Dark_Tones,Below_20K
ZF-0669,45-54,North_India,Tier_2,Salaried_Private,Comfort_First,Quality_Over_Price,Very_Loyal_One_Brand,Fairly_Confident,Neutral,Rarely,Social_Commerce,WhatsApp_Family,Friend_Wore_It,Flat_Percent_Off,1,0,0,1,1,1,1,0,Silk_Banarasi,Pastels,20K_40K
ZF-0670,18-24,East_India,Tier_3,Homemaker,Comfort_First,Quality_Over_Price,Loyal_But_Open,Fairly_Confident,Neutral,Rarely,Local_Retail,Instagram_Reels,Friend_Wore_It,Buy2_Get1_Bundle,1,1,1,0,0,1,1,0,Rayon_Viscose,Bright_Vibrant,70K_120K
ZF-0671,35-44,West_India,Metro,Salaried_Private,Comfort_First,Extremely_Price_Sensitive,Very_Loyal_One_Brand,Not_Very_Confident,Very_Conscious,Every_2_3_Months,Online_Marketplace,Instagram_Reels,Customer_Reviews,Buy2_Get1_Bundle,0,1,0,1,0,0,0,0,Silk_Banarasi,Pastels,
ZF-0672,18-24,South_India,Tier_3,Salaried_Private,Culturally_Rooted,Price_Irrelevant,No_Brand_Preference,Very_Confident,Neutral,Every_2_3_Months,Brand_Website,Instagram_Reels,First_Order_Discount,Flat_Percent_Off,1,1,1,0,1,0,0,1,Georgette_Chiffon,Bright_Vibrant,70K_120K
ZF-0673,25-34,Central_India,Tier_2,Salaried_Govt,Comfort_First,Price_Conscious,Multi_Brand_Shopper,Neutral,Neutral,Every_2_3_Months,Brand_Website,Instagram_Reels,COD_Available,Buy2_Get1_Bundle,1,1,1,0,0,1,1,0,Rayon_Viscose,Pastels,20K_40K
ZF-0674,25-34,West_India,Rural,Self_Employed,Trend_First,Price_Conscious,No_Brand_Preference,Not_Very_Confident,Neutral,Every_2_3_Months,Brand_Website,Instagram_Reels,First_Order_Discount,Free_Shipping,1,0,1,0,0,0,1,0,Pure_Cotton,Pastels,40K_70K
ZF-0675,45-54,South_India,Tier_3,Salaried_Private,Comfort_First,Price_Conscious,Multi_Brand_Shopper,Fairly_Confident,Neutral,Every_2_3_Months,Mall_Store,YouTube,Friend_Wore_It,Free_Shipping,1,1,0,1,0,1,1,0,Pure_Cotton,Dark_Tones,20K_40K
ZF-0676,45-54,East_India,Tier_2,Self_Employed,Culturally_Rooted,Price_Conscious,Multi_Brand_Shopper,Fairly_Confident,Somewhat_Conscious,Every_2_3_Months,Online_Marketplace,WhatsApp_Family,Customer_Reviews,Free_Shipping,0,1,0,0,1,0,1,0,Rayon_Viscose,Dark_Tones,40K_70K
